,atributo,type,uri,definition
6649,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/143035>,2016-11-20 17:30:00
7929,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21779>,2016-07-08 15:30:00
5129,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/133463>,2016-04-21 16:20:00
7889,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21565>,2016-04-08 12:00:00
14272,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62727>,2016-04-25 14:30:00
10097,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/35249>,2016-09-22 16:00:00
11593,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/4513>,2016-08-23 14:55:00
9723,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/3300>,2016-07-24 23:15:00
12742,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/52406>,10/05/2016 12:00:00
17168,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/81642>,2016-03-17 19:00:00
8752,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/271>,2016-04-15 00:10:00
6958,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/15551>,2016-11-09 07:50:00
17225,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/82067>,2016-08-27 00:33:00
10605,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/38528>,2016-05-21 12:00:00
12214,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48963>,2016-08-27 18:00:00
13365,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/57079>,2016-06-20 19:00:00
3337,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/12199>,2016-12-24 21:43:00
7752,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/20677>,2016-03-11 21:00:00
8109,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/22949>,2016-01-05 02:45:00
16073,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74495>,2016-08-02 09:34:00
887,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/105983>,2016-05-01 11:30:00
14333,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/62968>,2016-06-03 13:30:00
8780,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/2724>,2016-12-02 16:07:00
14347,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/63024>,2016-07-05 17:50:00
6207,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/140303>,2016-08-18 08:00:00
7345,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/18089>,2016-03-20 23:00:00
2689,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/117716>,2016-06-14 02:00:00
14077,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/61431>,2016-10-21 15:30:00
19477,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/96659>,2016-12-23 09:30:00
7411,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/18480>,2016-11-19 21:45:00
9979,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/34697>,2016-11-14 16:40:00
10400,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/37110>,2016-10-26 23:30:00
18124,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87835>,2016-11-21 21:30:00
18496,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/90344>,2016-10-07 18:02:00
13392,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/57238>,2016-10-04 16:00:00
10765,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/39509>,2016-03-05 10:30:00
11425,<http://localhost/ABUSO_SEXUAL>,crime:obs,<http://localhost/44107>,2016-10-15 15:02:00
201,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101287>,2016-01-04 11:15:00
6696,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/143397>,2016-09-06 22:30:00
5067,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/133085>,2016-01-18 12:50:00
19046,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/94020>,2016-07-26 21:30:00
9489,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/31461>,2016-06-14 21:30:00
11392,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/43934>,2016-05-01 00:00:00
15952,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/73832>,2016-01-19 21:40:00
10248,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/36150>,2016-07-17 20:45:00
16808,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/79312>,2016-03-23 17:00:00
19083,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/94224>,2016-04-26 19:10:00
18219,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/88502>,2016-12-19 22:00:00
969,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/106476>,2016-07-28 12:00:00
11604,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/45239>,2016-06-17 09:50:00
19628,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/97600>,2016-06-11 20:30:00
3690,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/124151>,2016-07-31 05:00:00
87,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/10068>,2016-03-06 16:00:00
6620,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/142916>,2016-10-28 20:00:00
2833,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/118529>,2016-04-25 15:00:00
19406,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/9624>,2016-06-14 12:30:00
17145,<http://localhost/DESPOJO>,crime:obs,<http://localhost/81529>,2016-04-11 11:50:00
16802,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/79303>,2016-07-28 21:30:00
19514,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/9694>,2016-10-28 10:00:00
4743,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/13115>,2016-02-20 17:30:00
9299,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/30323>,2016-07-08 10:30:00
16039,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/74346>,2016-07-14 20:30:00
18384,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89588>,2016-06-28 12:00:00
11074,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/41615>,2016-05-28 14:00:00
10698,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/39123>,2016-09-17 14:00:00
15937,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/73741>,2016-02-04 14:10:00
13047,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/54805>,2016-03-07 13:30:00
11492,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/44523>,2016-10-01 19:46:00
4349,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/128580>,2016-02-10 21:00:00
11844,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/46686>,2016-12-05 18:30:00
14484,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/63761>,2016-09-28 17:45:00
15115,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/68001>,2016-12-09 21:30:00
7816,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21109>,2016-01-08 11:00:00
18192,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/88347>,2016-08-06 08:40:00
17396,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/83280>,2016-09-14 22:30:00
13418,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/57416>,2016-10-14 15:20:00
19029,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/93888>,2016-08-30 20:00:00
12451,<http://localhost/FRAUDE>,crime:obs,<http://localhost/50469>,2016-02-12 11:00:00
12474,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/50624>,2016-10-11 15:00:00
8897,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/27829>,2016-07-28 21:30:00
1157,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/107616>,2016-03-02 15:00:00
10939,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/40631>,2016-09-25 01:58:00
13932,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/60392>,2016-07-22 18:00:00
4191,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127519>,2016-02-28 18:05:00
14681,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/65122>,2016-01-08 16:34:00
19614,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/97460>,2016-12-30 00:28:00
14252,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62646>,2016-12-02 21:00:00
16454,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/76938>,2016-06-02 22:20:00
1247,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:obs,<http://localhost/108170>,2016-04-07 15:30:00
99,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/100729>,2016-08-23 11:20:00
14931,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/66869>,2016-09-22 18:30:00
16548,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/77576>,2016-05-14 08:00:00
17263,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/82318>,2016-07-08 14:30:00
19780,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/98537>,2016-05-06 21:35:00
2456,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/116273>,2016-12-20 11:20:00
10098,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/3525>,2016-10-09 11:00:00
1189,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/107840>,2016-02-22 06:00:00
17183,<http://localhost/FRAUDE>,crime:obs,<http://localhost/81764>,2016-01-25 14:20:00
12992,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/54420>,2016-08-02 00:40:00
19190,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/94854>,2016-11-29 21:00:00
4097,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/126885>,2016-08-03 21:45:00
9907,<http://localhost/FRAUDE>,crime:obs,<http://localhost/34157>,2016-07-13 10:00:00
9107,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/29243>,2016-10-30 19:00:00
6383,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/141540>,2016-09-18 06:49:00
2242,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/114748>,2016-05-24 10:30:00
2332,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/11531>,2016-11-24 21:35:00
4906,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/132133>,2016-08-14 18:00:00
7113,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/16675>,2016-08-31 16:30:00
6786,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/144067>,2016-06-23 00:00:00
15031,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/67492>,2016-07-11 22:00:00
13505,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/57971>,2016-03-07 13:00:00
14159,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/61925>,2016-01-19 10:50:00
11723,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/45868>,2016-10-15 17:40:00
15205,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/68679>,2016-11-29 00:00:00
10644,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/38790>,2016-07-16 20:00:00
18971,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/93413>,2016-12-29 15:00:00
14356,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/63049>,2016-07-03 07:00:00
539,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/103581>,2016-01-14 22:30:00
5884,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137947>,2016-10-14 13:00:00
9275,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/30140>,2016-12-03 01:30:00
17399,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/83293>,2016-11-27 07:40:00
9715,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/32942>,2016-10-25 12:00:00
11246,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/43018>,2016-07-22 07:30:00
8226,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/23716>,2016-10-23 13:30:00
1254,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/108222>,2016-11-15 08:00:00
4816,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/131623>,2016-01-20 14:40:00
14923,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/66790>,2016-02-13 08:00:00
655,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/104288>,2016-02-29 12:00:00
12658,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/51754>,2016-10-11 12:00:00
19095,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/94292>,2016-01-18 09:40:00
2224,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/114584>,2016-01-19 01:20:00
6091,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/139611>,2016-03-20 02:00:00
14992,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/67213>,2016-09-23 01:30:00
16221,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/7540>,2016-11-23 20:30:00
15858,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/73120>,2016-05-23 02:00:00
12624,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/51489>,2016-04-30 10:00:00
6937,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/15426>,2016-08-09 09:54:00
7316,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/17921>,2016-09-23 17:10:00
13151,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/55613>,2016-09-29 08:00:00
8624,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/26191>,2016-07-17 07:15:00
1306,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/108637>,2016-11-15 08:00:00
15703,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/72080>,2016-09-28 19:50:00
7777,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/20806>,2016-07-06 12:00:00
6038,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/139166>,2016-08-21 19:00:00
7813,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/21075>,2016-12-21 20:25:00
8588,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/25874>,2016-12-21 09:50:00
7155,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/16940>,2016-05-28 08:30:00
5223,<http://localhost/DESPOJO>,crime:obs,<http://localhost/134104>,2016-07-08 18:30:00
6056,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/139336>,2016-02-25 18:30:00
18378,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89548>,2016-12-30 17:55:00
9198,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/29778>,2016-01-13 12:00:00
16642,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/78227>,2016-08-11 20:00:00
11359,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/43629>,2016-10-25 12:00:00
14170,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62051>,2016-03-01 23:50:00
17944,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/86808>,2016-09-18 23:00:00
12081,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/48039>,2016-08-29 10:08:00
285,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/10179>,2016-02-28 20:00:00
6864,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/15014>,2016-12-02 04:50:00
11455,<http://localhost/ABUSO_SEXUAL>,crime:obs,<http://localhost/44291>,2016-01-27 21:40:00
9864,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/33949>,2016-12-30 14:20:00
11800,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/46341>,2016-04-16 01:50:00
16065,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74455>,2016-03-07 19:45:00
19484,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/96699>,2016-02-04 11:40:00
6305,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/140799>,2016-10-01 10:00:00
149,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101001>,2016-05-27 07:30:00
2408,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/115850>,2016-06-14 07:00:00
3553,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123482>,2016-11-30 07:30:00
15103,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/67955>,2016-06-19 17:00:00
7107,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/16614>,2016-03-12 20:50:00
10786,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/39612>,2016-02-14 16:00:00
7602,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/19625>,2016-04-28 02:43:00
12868,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/53544>,2016-12-18 05:45:00
9982,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/34724>,2016-07-26 15:00:00
13054,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/54935>,2016-07-17 01:45:00
16079,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74544>,2016-09-09 11:30:00
129,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/100861>,2016-05-15 19:00:00
233,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101465>,2016-06-01 15:04:00
7849,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21346>,2016-12-05 15:36:00
9354,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/3066>,2016-09-01 10:00:00
3029,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/119739>,2016-08-20 10:00:00
7554,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/19282>,2016-12-19 16:00:00
14000,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/60777>,2016-06-16 09:00:00
9145,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/29492>,2016-06-23 21:00:00
536,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/103576>,2016-01-12 15:00:00
5794,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137393>,2016-09-18 18:00:00
14725,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/6543>,2016-05-31 17:30:00
16656,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/78339>,2016-09-20 20:00:00
6818,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/14662>,2016-04-15 07:00:00
1820,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/112144>,2016-02-05 15:30:00
9867,<http://localhost/FRAUDE>,crime:obs,<http://localhost/33950>,2016-11-30 15:00:00
4190,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/127519>,2016-02-28 18:05:00
12346,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/49965>,2016-07-10 07:31:00
19255,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/9526>,2016-10-08 23:00:00
12859,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/53424>,2016-03-08 14:30:00
11636,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/45352>,2016-04-18 16:00:00
5422,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135270>,2016-06-25 23:30:00
2541,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/116795>,2016-07-05 15:00:00
17418,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/83395>,2016-07-16 12:45:00
18601,<http://localhost/DESPOJO>,crime:obs,<http://localhost/91052>,2016-08-08 15:00:00
14948,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/66946>,2016-06-04 15:00:00
11560,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/44962>,2016-03-30 17:10:00
6981,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/15693>,2016-02-28 18:00:00
13010,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/54579>,2016-06-11 15:30:00
