,atributo,type,uri,definition
8505,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/25389>,2016-09-01 16:30:00
8526,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/25456>,2016-08-13 20:40:00
2255,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/114819>,2016-07-02 16:00:00
14551,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/64262>,2016-09-05 21:30:00
3619,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123750>,2016-06-09 07:55:00
15679,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/71857>,2016-02-22 08:30:00
7897,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21646>,2016-03-09 18:00:00
4738,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/131099>,2016-01-17 08:00:00
16032,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/74301>,2016-04-08 22:00:00
18521,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/90492>,2016-07-22 11:00:00
2314,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/115223>,2016-10-19 07:45:00
13306,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/56734>,2016-11-26 07:30:00
17379,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/83192>,2016-04-24 02:00:00
14646,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/64847>,2016-05-05 12:00:00
4752,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/131178>,2016-04-24 02:00:00
2875,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/118731>,2016-09-22 12:00:00
17217,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/82019>,2016-05-31 11:20:00
9496,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/31508>,2016-05-22 19:30:00
5431,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/135319>,2016-10-14 06:15:00
3417,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/122507>,2016-09-08 15:00:00
12024,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/47726>,2016-08-17 12:30:00
10609,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/38548>,2016-04-30 10:30:00
5592,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/136283>,2016-01-29 12:30:00
12965,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/5419>,2016-11-05 12:30:00
6150,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/139956>,2016-04-29 21:00:00
9330,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/30535>,2016-05-02 12:00:00
11638,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/45360>,2016-04-16 23:00:00
13373,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/57141>,2016-12-27 22:00:00
13486,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/578>,2016-07-13 21:00:00
19327,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95701>,2016-04-20 09:40:00
6255,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/140513>,2016-07-04 20:00:00
13133,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/55448>,2016-12-25 20:00:00
7887,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21515>,2016-06-20 12:00:00
7057,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/16269>,2016-12-14 06:00:00
6726,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/143697>,2016-01-21 10:00:00
8362,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/24560>,2016-04-15 09:30:00
14589,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/64496>,2016-06-16 10:30:00
7062,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/16303>,2016-04-20 10:10:00
3934,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/125741>,2016-01-23 17:00:00
15195,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/68589>,2016-11-19 10:30:00
15592,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/71211>,2016-09-24 16:00:00
8743,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/27039>,2016-04-03 22:00:00
17175,<http://localhost/FRAUDE>,crime:obs,<http://localhost/81699>,2016-10-19 14:40:00
16505,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/77361>,2016-05-21 14:00:00
11305,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/43292>,2016-11-13 15:30:00
273,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/101720>,2016-04-16 23:15:00
5599,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/136334>,2016-11-26 20:30:00
11935,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/4728>,2016-01-04 16:20:00
17949,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/86851>,2016-01-16 15:00:00
2790,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/118310>,2016-12-27 10:00:00
791,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/105372>,2016-07-12 21:30:00
13990,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/60721>,2016-05-02 00:00:00
10805,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/39712>,2016-11-27 08:00:00
13349,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/56998>,2016-09-21 05:30:00
9352,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/30659>,2016-12-29 10:00:00
1797,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/111917>,2016-06-02 17:30:00
5412,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135232>,2016-08-24 15:00:00
9802,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/33417>,2016-05-24 17:00:00
335,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/102074>,2016-05-13 17:30:00
3284,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/121600>,2016-10-25 07:45:00
4193,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127528>,2016-07-06 20:45:00
11411,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/44015>,2016-10-01 18:23:00
18040,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87383>,2016-03-14 14:30:00
1908,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/112791>,2016-01-18 14:15:00
7246,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/17537>,2016-04-12 13:45:00
1477,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/109792>,2016-03-22 12:00:00
17400,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/83306>,2016-03-17 21:45:00
18322,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89276>,2016-03-01 10:00:00
8966,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/28205>,2016-04-07 23:30:00
4511,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/129745>,2016-10-03 20:15:00
19470,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/96638>,2016-09-06 07:30:00
14196,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62177>,2016-04-26 17:45:00
15995,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/74082>,2016-06-12 04:00:00
15946,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/73790>,2016-11-29 16:15:00
11024,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/41233>,2016-03-20 17:30:00
7949,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21926>,2016-07-26 11:00:00
1888,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/112659>,2016-03-14 12:00:00
984,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106567>,2016-02-26 22:30:00
3577,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123569>,2016-03-14 18:30:00
16149,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74996>,2016-05-20 23:30:00
7935,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21848>,2016-05-22 21:51:00
8426,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/24938>,2016-01-25 09:54:00
18944,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/93286>,2016-01-25 00:35:00
14836,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/66109>,2016-06-18 05:00:00
9266,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/30103>,2016-04-21 18:00:00
12900,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/53716>,2016-12-23 01:20:00
1996,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/113387>,2016-02-22 05:25:00
3554,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/123488>,2016-09-20 20:00:00
15342,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/69618>,2016-12-15 15:00:00
18770,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/92228>,2016-06-29 13:00:00
14166,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/620>,2016-04-19 23:00:00
882,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/105975>,2016-07-29 13:00:00
5848,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137706>,2016-05-28 04:30:00
2140,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/114165>,2016-01-20 14:00:00
18539,<http://localhost/DESPOJO>,crime:obs,<http://localhost/90744>,2016-01-22 20:30:00
4644,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/130599>,2016-09-27 16:00:00
3909,<http://localhost/FRAUDE>,crime:obs,<http://localhost/125615>,2016-09-29 15:10:00
4933,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/132339>,2016-02-18 11:30:00
15766,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/72522>,2016-09-07 14:17:00
11523,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/44704>,2016-09-02 14:00:00
3163,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/120670>,2016-07-08 08:00:00
211,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101360>,2016-01-28 17:00:00
19067,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/94140>,2016-09-07 20:00:00
10319,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/36663>,2016-09-19 09:00:00
5430,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135319>,2016-10-14 06:15:00
5130,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/133469>,2016-05-25 16:10:00
14971,<http://localhost/ABUSO_SEXUAL>,crime:obs,<http://localhost/67089>,2016-04-30 11:30:00
2897,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/118899>,2016-01-24 11:00:00
8004,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/22351>,2016-09-30 14:30:00
19105,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/9434>,2016-12-12 05:00:00
2077,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/113848>,2016-02-27 22:00:00
12028,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/47731>,2016-02-18 10:00:00
12804,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/53>,2016-10-15 12:00:00
17527,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/84165>,2016-03-29 09:40:00
910,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106158>,2016-07-14 00:40:00
19178,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/94798>,2016-09-15 14:00:00
4391,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/128793>,2016-09-10 11:30:00
4529,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/129840>,2016-06-18 21:20:00
7379,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/18218>,2016-04-20 17:03:00
15950,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/7383>,2016-10-07 16:00:00
15066,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/67751>,2016-07-14 22:20:00
3077,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/120035>,2016-06-14 10:00:00
8660,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/2647>,2016-10-06 10:00:00
12957,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:obs,<http://localhost/54129>,2016-04-08 22:15:00
16119,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74815>,2016-06-11 21:40:00
3169,<http://localhost/FRAUDE>,crime:obs,<http://localhost/12070>,2016-06-15 12:00:00
12282,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/49423>,2016-01-31 14:00:00
13388,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/57223>,2016-02-23 18:50:00
16071,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74483>,2016-11-05 00:15:00
15574,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/71076>,2016-12-09 21:00:00
14330,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62966>,2016-06-03 06:00:00
661,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/104345>,2016-09-10 22:30:00
13645,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/58738>,2016-06-11 21:30:00
4715,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/130981>,2016-05-04 21:50:00
7311,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/17900>,2016-09-07 07:21:00
10865,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/40155>,2016-02-04 07:00:00
13883,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/6009>,2016-12-15 05:00:00
9412,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/30916>,2016-04-14 09:10:00
13650,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/5878>,2016-05-10 19:00:00
3941,<http://localhost/FRAUDE>,crime:obs,<http://localhost/125785>,2016-11-03 12:00:00
1821,<http://localhost/FRAUDE>,crime:obs,<http://localhost/112144>,2016-02-05 15:30:00
4524,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/129836>,2016-05-16 21:45:00
17273,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/82364>,2016-05-02 04:05:00
5860,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137765>,2016-04-04 15:00:00
1521,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/110020>,2016-02-02 11:00:00
3657,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/123995>,2016-11-14 20:30:00
15993,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/7408>,2016-09-20 20:00:00
4745,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/131163>,2016-05-31 19:40:00
11870,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/46937>,2016-08-02 11:00:00
2466,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/116386>,2016-10-12 23:45:00
18011,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/87239>,2016-09-07 17:00:00
10554,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/38046>,2016-09-01 15:45:00
11660,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/45490>,2016-05-26 11:00:00
16850,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/79603>,2016-04-26 17:45:00
2546,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/116807>,2016-02-23 00:00:00
19878,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/99185>,2016-10-10 12:30:00
9045,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/28775>,2016-08-06 19:00:00
17785,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/8566>,2016-05-23 11:00:00
2638,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/117368>,2016-05-08 17:00:00
154,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/101030>,2016-03-31 13:25:00
10836,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/39911>,2016-10-27 14:30:00
6680,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/14325>,2016-09-18 19:30:00
12366,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/50022>,2016-11-14 12:58:00
4785,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/131410>,2016-07-29 10:30:00
16562,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/77678>,2016-03-21 22:00:00
18512,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/90434>,2016-11-30 16:45:00
1492,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/109884>,2016-09-21 09:30:00
8072,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/2274>,2016-12-03 16:00:00
11187,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/42508>,2016-08-22 18:50:00
14459,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/63675>,2016-10-10 23:00:00
13164,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/55775>,2016-02-15 10:30:00
16260,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/75721>,2016-02-27 10:00:00
3732,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/124340>,2016-03-25 22:30:00
16549,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/77576>,2016-05-14 08:00:00
10526,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/37876>,2016-10-16 10:00:00
5413,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/135232>,2016-08-24 15:00:00
2235,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/114681>,2016-05-12 16:30:00
1847,<http://localhost/FRAUDE>,crime:obs,<http://localhost/112330>,2016-12-15 12:00:00
5256,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/134251>,2016-07-11 10:39:00
4458,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/129296>,2016-02-20 02:30:00
3631,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123885>,2016-09-04 22:50:00
7880,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21495>,2016-08-12 12:00:00
13639,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/58709>,2016-11-10 22:30:00
215,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101399>,2016-08-05 16:00:00
5219,<http://localhost/DESPOJO>,crime:obs,<http://localhost/134067>,2016-04-05 11:00:00
2324,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/115282>,2016-12-11 06:30:00
4639,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/130578>,2016-04-30 10:30:00
11823,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/46504>,2016-02-06 08:50:00
456,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/102970>,2016-06-29 14:20:00
13456,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/57616>,2016-11-16 18:40:00
9989,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:obs,<http://localhost/34750>,2016-06-07 10:00:00
4205,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127574>,2016-05-25 11:30:00
5827,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137585>,2016-05-18 21:00:00
12522,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/50926>,2016-11-30 12:00:00
10692,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/3909>,2016-02-19 21:40:00
8030,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/22457>,2016-01-21 14:15:00
10997,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/41034>,2016-05-29 15:00:00
9059,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/28917>,2016-01-30 07:40:00
2542,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/116798>,2016-03-08 19:00:00
17967,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/86950>,2016-10-26 21:30:00
17018,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/80670>,2016-04-17 20:30:00
5139,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/133490>,2016-08-10 20:00:00
17751,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85511>,2016-05-21 13:20:00
8570,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/25717>,2016-08-02 18:18:00
4707,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/130879>,2016-03-06 14:00:00
11936,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/47283>,2016-10-11 15:30:00
10700,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/39127>,2016-11-11 11:00:00
6406,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/141661>,2016-11-29 12:30:00
10126,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/35464>,2016-10-12 20:30:00
